#,Principle Name,SCF Data Privacy Management Principle (SCF-DPMP) Description,SCF Control,SCF #,"Secure Controls Framework (SCF)
Control Description","AICPA
TSC 2017:2022 (used for SOC 2)","APEC
Privacy Framework
2015",GAPP,"ISO
27701 
2025","ISO
29100
2024","NIST Privacy Framework
1.0","NIST
800-53
R5","NIST
800-53B R5
(privacy)","NIST
CSF
2.0","OECD
Privacy Principles","US
Data Privacy Framework (DPF)","US
FIPPS","US
HIPAA Administrative Simplification
2013","US - AK
PIPA","US - CA
CCPA
2025","US - CO
Colorado Privacy Act","US - IL
BIPA","US - IL
IPA","US - IL
PIPA","US - NV
SB220","US - OR
CPA","US - TN
Tennessee Information Protection Act ","US - TX
BC521","US - VA
CDPA
2025","US - VT
Act 171 of 2018","EMEA
EU
GDPR","EMEA
Saudi Arabia
Personal Data Protection Law (PDPL)","APAC
Australia
Privacy Act","APAC
Australian Privacy Principles","APAC
India
DPDPA 2023","APAC
New Zealand Privacy Act of 2020","Americas
Canada
PIPEDA"
,,,Software Design Review,TDA-06.5,Mechanisms exist to have an independent review of the software design to confirm that all cybersecurity and data protection requirements are met and that any identified risks are satisfactorily addressed.,,,,,,,,,,,,,,,7123(c)(14),,,,,,,,,,,,,,,,,
,,,Technical Documentation Artifacts,TDA-22,"Mechanisms exist to generate appropriate technical documentation artifacts for Technology Assets, Applications and/or Services (TAAS) in sufficient detail to demonstrate conformity with applicable statutory, regulatory and contractual compliance requirements.",,,,,,,,,,,,,,,7123(c)(14),,,,,,,,,,,,,,,,,
7.2,Cryptographic Protections,Ensure personal data is encrypted both at rest and in transit.,Use of Cryptographic Controls ,CRY-01,Mechanisms exist to facilitate the implementation of cryptographic protections controls using known public standards and trusted cryptographic technologies.,"CC6.1
CC6.1-POF10
CC6.1-POF11
CC6.6-POF2
CC6.7-POF2
CC6.7-POF3",,,,,"PR.DS-P1
PR.DS-P2","SC-8(1)
SC-8(2)
SC-13
SI-7(6)",,"PR.DS-01
PR.DS-02
PR.DS-10",,,,"164.312(a)(2)(iv)
164.312(e)(2)(ii)",,7123(c)(2),,,,,,,,,,"2447(c)(3)
2447(c)(5)",32.1(a),,,,,,
,,,Transmission Confidentiality ,CRY-03,Cryptographic mechanisms exist to protect the confidentiality of data being transmitted. ,"CC6.1
CC6.1-POF10
CC6.7
CC6.7-POF2",,8.2.5,,,PR.DS-P2,"SC-8
SC-8(1)",,PR.DS-02,,,,164.312(e)(1),,7123(c)(2),,,,,,,,,,2447(c)(3),,,,,,,
,,,Encrypting Data At Rest ,CRY-05,Cryptographic mechanisms exist to prevent unauthorized disclosure of data at rest. ,"CC6.1
CC6.1-POF10
CC6.7
CC6.7-POF2
CC6.7-POF3",,,,,PR.DS-P1,"SC-13
SC-28
SC-28(1)",,PR.DS-01,,,,,,7123(c)(2),,,,,,,,,,2447(c)(5),,,,,,,
7.3,Physical Protections,"Ensure physical security and environmental controls provide appropriate protection for environments where personal data is stored, transmitted and/or processed.",Physical & Environmental Protections,PES-01,Mechanisms exist to facilitate the operation of physical and environmental protection controls. ,"A1.2
A1.2-POF1
A1.2-POF2
A1.2-POF3
A1.2-POF4
A1.2-POF5
A1.2-POF6
A1.2-POF7
A1.2-POF9
CC6.4
CC6.4-POF1
CC6.4-POF2",,"8.2.3
8.2.4",,,"PR.AC-P2
PR.PO-P4","PE-1
PE-23",,"DE.CM-02
ID.AM
PR.AA
PR.AA-06
PR.IR-02",,,,"164.310(a)(1)
164.310(a)(2)(ii)
164.310(a)(2)(iv)",,7123(c)(3)(D),,,,,,,,,,2447(b)(7),,,,,,,
,,,Physical Access Authorizations ,PES-02,Physical access control mechanisms exist to maintain a current list of personnel with authorized access to organizational facilities (except for those areas within the facility officially designated as publicly accessible).,"CC6.4
CC6.4-POF1
CC6.4-POF2",,,,,,PE-2,,"PR.AA
PR.AA-06",,,,"164.310(a)(2)(i)
164.310(a)(2)(iii)",,7123(c)(3)(D),,,,,,,,,,,,,,,,,
,,,Role-Based Physical Access,PES-02.1,Physical access control mechanisms exist to authorize physical access to facilities based on the position or role of the individual.,"CC6.4
CC6.4-POF1
CC6.4-POF2",,,,,,PE-2(1),,PR.AA-06,,,,164.310(a)(2)(i),,7123(c)(3)(D),,,,,,,,,,,,,,,,,
,,,Physical Access Control ,PES-03,Physical access control mechanisms exist to enforce physical access authorizations for all physical access points (including designated entry/exit points) to facilities (excluding those areas within the facility officially designated as publicly accessible).,"CC6.4
CC6.4-POF1
CC6.4-POF2",,,,,PR.AC-P2,"PE-3
PE-3(2)
PE-3(3)",,"DE.CM-02
PR.AA
PR.AA-06",,,,"164.310(a)(2)(ii)
164.310(a)(2)(iii)
164.310(c)",,7123(c)(3)(D),,,,,,,,,,2447(b)(7),,,,,,,
,,,"Physical Security of Offices, Rooms & Facilities",PES-04,"Mechanisms exist to identify systems, equipment and respective operating environments that require limited physical access so that appropriate physical access controls are designed and implemented for offices, rooms and facilities. ",,,,,,PR.AC-P2,,,,,,,"164.310(b)
164.310(c)",,7123(c)(3)(D),,,,,,,,,,2447(b)(7),,,,,,,
,,,Monitoring Physical Access,PES-05,"Physical access control mechanisms exist to monitor for, detect and respond to physical security incidents.",CC6.4-POF4,,,,,,PE-6,,DE.CM-02,,,,,,7123(c)(3)(D),,,,,,,,,,,,,,,,,
,,,Visitor Control,PES-06,"Physical access control mechanisms exist to identify, authorize and monitor visitors before allowing access to the facility (other than areas designated as publicly accessible). ",,,,,,PR.AC-P2,,,,,,,164.310(a)(2)(iii),,7123(c)(3)(D),,,,,,,,,,,,,,,,,
7.4,Embedded Technology,Facilitate the secure implementation of embedded technologies so sensors minimize the collection of personal data and alert data subjects to the personal data collected by those sensors.,Embedded Technology Security Program ,EMB-01,Mechanisms exist to facilitate the implementation of embedded technology controls. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Authorized Use,END-13.1,Mechanisms exist to utilize organization-defined measures so that data or information collected by sensors is only used for authorized purposes.,,,,,,,SC-42(2),,,,,,,,,,,,,,,,,,,,,,,,,
,,,Notice of Collection,END-13.2,Mechanisms exist to notify individuals that Personal Data (PD) is collected by sensors.,,,,,,,SC-42(4),,,,,,,,,,,,,,,,,,,,,,,,,
,,,Collection Minimization,END-13.3,Mechanisms exist to utilize sensors that are configured to minimize the collection of information about individuals.,,,,,,,"PM-25
SA-8(33)
SC-42(5)","PM-25
SA-8(33)",,,,,,,,6-1-1308(3),,,,,,,,,,,,,,,,
7.5,Retire Outdated Systems,"Upgrade, replace, or retire any system, application or service for which appropriate protections, commensurate with risk, cannot be effectively implemented.","Unsupported Technology Assets, Applications and/or Services (TAAS) ",TDA-17,"Mechanisms exist to prevent unsupported Technology Assets, Applications and/or Services (TAAS) by:
(1) Removing and/or replacing TAAS when support for the components is no longer available from the developer, vendor or manufacturer; and
(2) Requiring justification and documented approval for the continued use of unsupported TAAS required to satisfy mission/business needs.",,,,,,,SA-22,,"PR.PS-02
PR.PS-03",,,,,,,,,,,,,,,,,,,,,,,
7.6,Personnel Security,"Implement personnel management practices, covering employees, contractors and other entities, that ensures appropriate vetting and clearance to Technology Assets, Applications and/or Services (TAAS) that contain, store or transmit personal data.",Cybersecurity & Data Protection-Minded Workforce ,SAT-01,Mechanisms exist to facilitate the implementation of security workforce development and awareness controls. ,"CC1.4
CC1.4-POF3
CC2.2-POF12
CC2.2-POF8",,,,,"GV.AT-P1
GV.AT-P2
GV.AT-P3
GV.AT-P4","AT-1
PM-13",AT-1,PR.AT,,,,164.308(a)(5)(i),,7123(c)(12),,,,,,,,,,"2447(b)(2)(A)
2447(c)(8)",,,,,,,
7.7,Rules of Behavior,"Require employees and contractors to read and agree to abide by the organization's rules of behavior, prior to being granted access to Technology Assets, Applications and/or Services (TAAS) that store, transmit or process personal data, including social media.",Rules of Behavior,HRS-05.1,"Mechanisms exist to define acceptable and unacceptable rules of behavior for the use of technologies, including consequences for unacceptable behavior.",CC1.1,,,,,,PL-4,PL-4,ID.AM,,,,164.310(b),,7122(c),,,,,,,,,,2447(b)(2)(B),,,,,,,
,,,Social Media & Social Networking Restrictions,HRS-05.2,"Mechanisms exist to define rules of behavior that contain explicit restrictions on the use of social media and networking sites, posting information on commercial websites and sharing account information. ","CC1.1
CC1.1-POF2",,,,,,PL-4(1),PL-4(1),,,,,,,,,,,,,,,,,,,,,,,,
7.8,Employee Sanctions,Utilize employee sanctions to hold personnel accountable for complying with the organization's data privacy policies and processes.,Personnel Sanctions,HRS-07,"Mechanisms exist to sanction personnel failing to comply with established security policies, standards and procedures. ","CC1.1-POF4
CC1.5
CC1.5-POF5
CC1.5-POF6
CC7.4-POF14",,,,,,PS-8,,"GV.PO
GV.PO-01
GV.PO-02",,,,"164.308(a)(1)(ii)(C)
164.530(e)(1)",,,,,,,,,,,,2447(b)(4),,,,,,,
7.9,Workforce Management,Respond to changing mission requirements and maintain workforce skills in a rapidly-developing technology environment through recruiting and retaining the talent needed to support the organization's mission.,Human Resources Security Management,HRS-01,Mechanisms exist to facilitate the implementation of personnel security controls.,"CC1.1
CC1.1-POF1
CC1.1-POF3
CC1.2-POF1
CC1.2-POF2
CC1.2-POF3
CC1.2-POF4
CC1.3-POF6
CC1.4
CC1.4-POF1
CC1.4-POF2
CC1.4-POF3
CC1.5-POF2
CC1.5-POF3
CC1.5-POF4
CC1.5-POF5
CC2.2-POF3
CC2.3-POF4
CC3.3-POF1
CC3.3-POF2
CC3.3-POF3
CC3.3-POF4
CC3.3-POF5",,,7.2,,PR.PO-P9,PS-1,,"GV.RR-04
ID.AM",,III.9.b.iii,2,"164.308(a)(3)(ii)(A)
164.312(d)
164.530(e)(2)",,,,,,,,,,,,,,,,,"21(1)(a)
21(1)(b)
21(1)(c)
21(1)(d)
21(1)(e)
21(2)
22(1)
22(2)
22(3)",,
7.10,Professional Competency,"Develop and enforce data privacy competency requirements for staff members involved in the acquisition, management, maintenance and use of information resources, to ensure they have the appropriate knowledge and skill.",Personnel Screening ,HRS-04,Mechanisms exist to manage personnel security risk by screening individuals prior to authorizing access.,CC1.4-POF5,,,,,,PS-3,,,,,,164.312(d),,,,,,,,,,,,,,,,,,,
7.11,Cybersecurity & Data Privacy Control Validation,"Develop and enforce an Information Assurance (IA) capability that provides a mechanism to perform pre-production control testing to ensure applicable cybersecurity & data privacy controls exist and are functioning. Systems, applications and service are prohibited from ""going live"" without security authorization, following the results of pre-production control testing.",Information Assurance (IA) Operations,IAO-01,Mechanisms exist to facilitate the implementation of cybersecurity and data protection assessment and authorization controls. ,"CC4.1
CC4.1-POF8
CC6.1-POF2
CC6.1-POF9",,,,,,"CA-1
PM-10",CA-1,ID.RA-01,,,,,,7123(c)(4)(C),,,,,,,,,,,,,,,,,
,,,Security Authorization ,IAO-07,"Mechanisms exist to ensure Technology Assets, Applications and/or Services (TAAS) are officially authorized prior to ""go live"" in a production environment.",CC6.1-POF9,,,,,,CA-6,CA-6,,,,,,,7123(c)(4)(C),,,,,,,,,,,,,,,,,
,,,Risk Monitoring,RSK-11,"Mechanisms exist to ensure risk monitoring as an integral part of the continuous monitoring strategy that includes monitoring the effectiveness of cybersecurity and data protection controls, compliance and change management.",,,,,,,CA-7(4),CA-7(4),,,,,,,,,,,,,,,,,,,,,,,,
,,,Cybersecurity & Data Protection Testing Throughout Development ,TDA-09,"Mechanisms exist to require system developers/integrators consult with cybersecurity and data protection personnel to: 
(1) Create and implement a Security Testing and Evaluation (ST&E) plan, or similar capability;
(2) Implement a verifiable flaw remediation process to correct weaknesses and deficiencies identified during the security testing and evaluation process; and
(3) Document the results of the security testing/evaluation and flaw remediation processes.",CC4.1-POF1,,,,,"CT.DM-P9
CT.DM-P10","SA-11
SA-11(5)
SA-11(6)
SA-11(7)",SA-11,"ID.IM-01
ID.IM-02
ID.RA-01
PR.PS-06",,,,,,7123(c)(14),,,,,,,,,,,,,,,,,
7.12,Secure Configuration Management,"Implement secure configuration management throughout the System Development Life Cycle (SDLC) to ensure Technology Assets, Applications and/or Services (TAAS) are configured according to industry-recognized secure practices.",Configuration Management Program,CFG-01,Mechanisms exist to facilitate the implementation of configuration management controls.,"CC7.1
CC7.1-POF1
CC8.1-POF12
CC8.1-POF6",,,,,PR.PO-P1,"CM-1
CM-9",CM-1,"PR.PS
PR.PS-01
PR.PS-05",,,,164.308(a)(1)(i),,"7123(c)(11)
7123(c)(4)(B)
7123(c)(5)",6-1-1305(4),,,,,,,,,,,,,,,,
,,,Secure Baseline Configurations,CFG-02,"Mechanisms exist to develop, document and maintain secure baseline configurations for Technology Assets, Applications and/or Services (TAAS) that are consistent with industry-accepted system hardening standards. ","CC6.1-POF7
CC6.7-POF1
CC7.1
CC7.1-POF1
CC8.1
CC8.1-POF12
CC8.1-POF6",,,,,PR.PO-P1,"AU-2
CM-2
CM-6
PL-10
SA-8
SA-15(5)",,"PR.DS-10
PR.PS
PR.PS-05",,,,"164.312(a)(2)(iii)
164.312(e)(1)
164.312(e)(2)(i)
164.312(e)(2)(ii)",,"7123(c)(11)
7123(c)(4)(B)
7123(c)(5)
7123(c)(5)(A)
7123(c)(5)(B)",6-1-1305(4),,,,,,,,,,,,,,,,
,,,Cybersecurity & Data Protection Testing Throughout Development ,TDA-09,"Mechanisms exist to require system developers/integrators consult with cybersecurity and data protection personnel to: 
(1) Create and implement a Security Testing and Evaluation (ST&E) plan, or similar capability;
(2) Implement a verifiable flaw remediation process to correct weaknesses and deficiencies identified during the security testing and evaluation process; and
(3) Document the results of the security testing/evaluation and flaw remediation processes.",CC4.1-POF1,,,,,"CT.DM-P9
CT.DM-P10","SA-11
SA-11(5)
SA-11(6)
SA-11(7)",SA-11,"ID.IM-01
ID.IM-02
ID.RA-01
PR.PS-06",,,,,,7123(c)(14),,,,,,,,,,,,,,,,,
7.13,Situational Awareness,"Correlate logs from across the organization with a Security Incident Event Manager (SIEM), or similar automated tool, to maintain situational awareness of events for potential cybersecurity & data privacy incidents.",Centralized Collection of Security Event Logs,MON-02,"Mechanisms exist to utilize a Security Incident Event Manager (SIEM), or similar automated tool, to support the centralized collection of security-related event logs.","CC7.2
CC7.2-POF1
CC7.3",,,,,,"AU-2
AU-6
IR-4(4)
SI-4",AU-2,"DE.AE-03
DE.AE-06",,,,,,7123(c)(7),,,,,,,,,,,,,,,,,
,,,Correlate Monitoring Information,MON-02.1,"Automated mechanisms exist to correlate both technical and non-technical information from across the enterprise by a Security Incident Event Manager (SIEM) or similar automated tool, to enhance organization-wide situational awareness.","CC7.2
CC7.3",,,,,,"AU-6(3)
AU-6(9)
IR-4(4)
SI-4(16)",,"DE.AE-03
DE.AE-06",,,,,,,,,,,,,,,,,,,,,,,
8,Incident Response,"Maintain and test incident response plans, capabilities and training for employees and third-party stakeholders on how to report and respond to incidents.",Incident Response Operations,IRO-01,Mechanisms exist to implement and govern processes and documentation to facilitate an organization-wide response capability for cybersecurity and data protection-related incidents.,"A1.2-POF5
CC2.2-POF10
CC2.2-POF3
CC7.3
CC7.3-POF1
CC7.4
CC7.4-POF1
CC7.4-POF10
CC7.4-POF11
CC7.4-POF12
CC7.4-POF13
CC7.4-POF2
CC7.4-POF3
CC7.4-POF4
CC7.4-POF5
CC7.4-POF6
CC7.4-POF7
CC7.4-POF8
CC7.4-POF9",,1.2.7,,,,IR-1,IR-1,"DE.AE
GV.SC-08
RS
RS.MI",,,,"164.308(a)(1)(i)
164.308(a)(6)(i)
164.308(a)(7)(i)",,"7123(c)(17)
7123(c)(17)(B)",,,,,,,,,,"2447(b)(10)
2447(b)(10)(A)",,,,,,,
,,,Incident Handling ,IRO-02,"Mechanisms exist to cover:
(1) Preparation;
(2) Automated event detection or manual incident report intake;
(3) Analysis;
(4) Containment;
(5) Eradication; and
(6) Recovery.","A1.2-POF5
CC2.2-POF10
CC2.2-POF3
CC2.2-POF6
CC2.3-POF8
CC7.3
CC7.3-POF1
CC7.3-POF3
CC7.3-POF4
CC7.3-POF5
CC7.3-POF6
CC7.3-POF7
CC7.4
CC7.4-POF1
CC7.4-POF10
CC7.4-POF11
CC7.4-POF12
CC7.4-POF13
CC7.4-POF2
CC7.4-POF3
CC7.4-POF4
CC7.4-POF5
CC7.4-POF6
CC7.4-POF7
CC7.4-POF8
CC7.4-POF9",,1.2.7,,,"GV.MT-P4
GV.MT-P5",IR-4,IR-4,"DE.AE
DE.AE-02
DE.AE-03
DE.AE-04
DE.AE-06
DE.AE-08
GV.SC-08
RC.RP-06
RS
RS.AN
RS.AN-06
RS.CO
RS.CO-02
RS.CO-03
RS.MA
RS.MA-01
RS.MA-02
RS.MA-04
RS.MI
RS.MI-01
RS.MI-02",,,,"164.308(a)(6)(ii)
164.412
164.412(a)
164.412(b)
164.530(f)",,"7027(m)(2)
7123(c)(17)(B)(i)",,,,,,,,,,"2447(b)(10)
2447(b)(10)(A)",,,,,,,
,,,Incident Response Plan (IRP) ,IRO-04,Mechanisms exist to maintain and make available a current and viable Incident Response Plan (IRP) to all stakeholders.,"CC2.2-POF10
CC2.3-POF8
CC7.3
CC7.3-POF1
CC7.4
CC7.4-POF1
CC7.4-POF10
CC7.4-POF11
CC7.4-POF12
CC7.4-POF13
CC7.4-POF2
CC7.4-POF3
CC7.4-POF4
CC7.4-POF5
CC7.4-POF6
CC7.4-POF7
CC7.4-POF8
CC7.4-POF9",,1.2.7,,,PR.PO-P7,IR-8,IR-8,"DE.AE-06
ID.IM-04
RS
RS.MA
RS.MA-01
RS.MA-02
RS.MA-04
RS.MI",,,,,,7123(c)(17)(B)(i),,,,,,,,,,"2447(b)(10)
2447(b)(10)(A)",,,,,,,
,,,Data Breach,IRO-04.1,"Mechanisms exist to address data breaches, or other incidents involving the unauthorized disclosure of sensitive or regulated data, according to applicable laws, regulations and contractual obligations. ","CC7.3
CC7.3-POF4
CC7.3-POF5
P6.3
P6.6
P6.6-POF2
P6.7",,"1.2.7
7.2.4",,,"GV.MT-P4
GV.MT-P5",IR-8(1),IR-8(1),,,,,"164.404(a)(1)
164.404(a)(2)
164.404(c)(1)(A)
164.404(c)(1)(B)
164.404(c)(1)(C)
164.404(c)(1)(D)
164.404(c)(1)(E)
164.404(c)(2)
164.404(d)(1)(i)
164.404(d)(1)(ii)
164.404(d)(2)
164.404(d)(2)(i)
164.404(d)(2)(ii)(A)
164.404(d)(2)(ii)(B)
164.404(d)(3)
164.406(a)
164.406(b)
164.406(c)
164.410(c)(1)",,,,,,"10(a)
10(a)(1)(A)
10(a)(1)(B)
10(a)(1)(C)
10(a)(2)
10(b)
10(c)(1)
10(c)(2)
10(c)(3)
10(d)
10(e)(1)
10(e)(2)
10(e)(2)(A)
10(e)(2)(B)
10(e)(2)(C)",,,,521.053,,,33.1,"20.1
20.2",,,8(6),,
,,,Incident Response Testing,IRO-06,Mechanisms exist to formally test incident response capabilities through realistic exercises to determine the operational effectiveness of those capabilities.,,,,,,PR.PO-P8,"IR-3
SI-4(9)",IR-3,,,,,,,7123(c)(17)(B)(ii),,,,,,,,,,,,,,,,,
,,,Incident Reporting Assistance ,IRO-11,"Mechanisms exist to provide incident response advice and assistance to users of Technology Assets, Applications and/or Services (TAAS) for the handling and reporting of actual and potential cybersecurity and data protection incidents. ",,,1.2.7,,,,IR-7,IR-7,,,,,,,,,,,,,,,,,,,,,,,,
8.1,Coordinated Response,Respond to incidents in a coordinated and structed manner to ensure the appropriate steps are taken to identify and respond to potential incidents. ,Incident Handling ,IRO-02,"Mechanisms exist to cover:
(1) Preparation;
(2) Automated event detection or manual incident report intake;
(3) Analysis;
(4) Containment;
(5) Eradication; and
(6) Recovery.","A1.2-POF5
CC2.2-POF10
CC2.2-POF3
CC2.2-POF6
CC2.3-POF8
CC7.3
CC7.3-POF1
CC7.3-POF3
CC7.3-POF4
CC7.3-POF5
CC7.3-POF6
CC7.3-POF7
CC7.4
CC7.4-POF1
CC7.4-POF10
CC7.4-POF11
CC7.4-POF12
CC7.4-POF13
CC7.4-POF2
CC7.4-POF3
CC7.4-POF4
CC7.4-POF5
CC7.4-POF6
CC7.4-POF7
CC7.4-POF8
CC7.4-POF9",,1.2.7,,,"GV.MT-P4
GV.MT-P5",IR-4,IR-4,"DE.AE
DE.AE-02
DE.AE-03
DE.AE-04
DE.AE-06
DE.AE-08
GV.SC-08
RC.RP-06
RS
RS.AN
RS.AN-06
RS.CO
RS.CO-02
RS.CO-03
RS.MA
RS.MA-01
RS.MA-02
RS.MA-04
RS.MI
RS.MI-01
RS.MI-02",,,,"164.308(a)(6)(ii)
164.412
164.412(a)
164.412(b)
164.530(f)",,"7027(m)(2)
7123(c)(17)(B)(i)",,,,,,,,,,"2447(b)(10)
2447(b)(10)(A)",,,,,,,
,,,Integrated Security Incident Response Team (ISIRT),IRO-07,"Mechanisms exist to establish an integrated team of cybersecurity, IT and business function representatives that are capable of addressing cybersecurity and data protection incident response operations.","CC2.2-POF6
CC7.4
CC7.4-POF1",,,,,,IR-4(11),,"DE.AE-06
RS
RS.MA
RS.MA-01
RS.MA-04",,,,,,,,,,,,,,521.053,,,,,,,,,
8.2,Breach Notification,"Report data breaches involving personal data to relevant regulators, law enforcement and affected parties in accordance with applicable statutory, regulatory and contractual obligations for breach notification.",Incident Stakeholder Reporting ,IRO-10,"Mechanisms exist to timely-report incidents to applicable:
(1) Internal stakeholders; 
(2) Affected clients & third-parties; and
(3) Regulatory authorities.","CC2.2-POF6
CC2.3
CC2.3-POF1
CC2.3-POF8
CC7.3-POF2
CC7.4
CC7.4-POF13
CC7.4-POF6
CC7.4-POF9
CC7.5-POF2
P6.3
P6.7",,1.2.7,,6.10,,IR-6,IR-6,"DE.AE-06
RS
RS.CO
RS.CO-02
RS.CO-03
RS.MA-01",,,,"164.404(b)
164.408(a)
164.408(b)
164.408(c)",,,,,,,,,,521.053,,,"34.1
34.2",,,,8(6),,
,,,Coordination With External Providers,IRO-11.2,"Mechanisms exist to establish a direct, cooperative relationship between the organization's incident response capability and external service providers.","CC2.2-POF6
CC2.3-POF12
CC2.3-POF2
CC7.4",,,,,,IR-7(2),,,,,,,,,,,,,,,,521.053,,,,,,,,,
9,Risk Management,"Implement a risk management framework to ensure that risks are identified, evaluated and addressed to achieve necessary levels of trustworthiness, protection and resilience.",Risk Management Program ,RSK-01,"Mechanisms exist to facilitate the implementation of strategic, operational and tactical risk management controls.","A1.2-POF1
CC3.1
CC3.2-POF1
CC3.2-POF3
CC3.2-POF5
CC3.4-POF1
CC3.4-POF2
CC3.4-POF3
CC3.4-POF4
CC3.4-POF5
CC4.1
CC5.1
CC9.1",,,6.1.2,,"ID.DE-P1
GV.PO-P6
GV.RM-P1","PM-9
PM-29
RA-1",RA-1,"GV
GV.OV-02
GV.OV-03
GV.RM
GV.RM-01
GV.RM-03
GV.RM-04
GV.RM-06
GV.RR-01
GV.SC
GV.SC-01
GV.SC-03
GV.SC-05
GV.SC-09
ID
ID.IM
ID.RA
PR
PR.IR",,,,"164.306(a)(3)
164.306(b)(2)(iv)",,,,,,,,,,,,2447(b)(2),32.2,,,,,,
,,,Compensating Countermeasures,RSK-06.2,Mechanisms exist to identify and implement compensating countermeasures to reduce risk and exposure to threats.,"CC9.1-POF1
CC9.1-POF2",,,6.1.3,,,,,"GV.RM-04
ID.RA-06",,,,164.306(d)(3)(ii)(B)(2),,7002(d)(3),,,,,,,,,,,,,,,,,
,,,Risk Monitoring,RSK-11,"Mechanisms exist to ensure risk monitoring as an integral part of the continuous monitoring strategy that includes monitoring the effectiveness of cybersecurity and data protection controls, compliance and change management.",,,,,,,CA-7(4),CA-7(4),,,,,,,,,,,,,,,,,,,,,,,,
9.1,Evaluate Risks,"Utilize appropriate risk analysis methods to evaluate the likelihood and magnitude of harm, from unauthorized access, use, disclosure, disruption, modification or destruction of personal data where it is stored, transmitted and/or processed.",Risk Assessment ,RSK-04,"Mechanisms exist to conduct recurring assessments of risk that includes the likelihood and magnitude of harm, from unauthorized access, use, disclosure, disruption, modification or destruction of the organization's Technology Assets, Applications, Services and/or Data (TAASD).","A1.2
CC3.1-POF16
CC3.2-POF1
CC3.2-POF2
CC3.2-POF3
CC3.2-POF6
CC3.2-POF8
CC3.2-POF9
CC3.4-POF1
CC3.4-POF2
CC3.4-POF3
CC3.4-POF4
CC3.4-POF5
CC7.3",,1.2.4,6.1.2(e),,"ID.DE-P1
ID.DE-P5
GV.MT-P1",RA-3,RA-3,"GV.RM-06
ID
ID.RA-01
ID.RA-05",,,,"164.306(b)(2)(iv)
164.308(a)(1)(ii)(A)",,"7152(a)
7155(a)",,,,,,,,,,,,,,,,,
,,,Instances Requiring A Risk Assessment,RSK-04.3,Mechanisms exist to define instances that require a risk assessment to be performed.,,,,,,,,,,,,,,,"7150(a)
7150(b)
7150(b)(1)
7150(b)(2)
7150(b)(2)(A)
7150(b)(3)
7150(b)(4)
7150(b)(5)
7150(b)(6)
7155(a)(1)
7155(a)(2)
7155(a)(3)
7155(b)",,,,,,,,,,,,,,,,,
,,,Risk Assessment Stakeholder Involvement,RSK-04.4,"Mechanisms exist to:
(1) Define applicable stakeholders for each risk assessment;
(2) Involve identified stakeholders in the risk assessment process; and
(3) Provide identified stakeholders with results of the risk assessment, upon completion.",,,,,,,,,,,,,,,"7151(a)
7151(b)",,,,,,,,,,,,,,,,,
9.2,Assess Supply Chain Risk,"Assess supply chain risks associated with Technology Assets, Applications and/or Services (TAAS) for data privacy implications.",Business Impact Analysis (BIA) ,RSK-08,Mechanisms exist to conduct a Business Impact Analysis (BIA) to identify and assess cybersecurity and data protection risks.,"CC3.2
CC5.2
CC9.1-POF1
CC9.1-POF2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Supply Chain Risk Management (SCRM) Plan,RSK-09,"Mechanisms exist to develop a plan for Supply Chain Risk Management (SCRM) associated with the development, acquisition, maintenance and disposal of Technology Assets, Applications and/or Services (TAAS), including documenting selected mitigating actions and monitoring performance against those plans.","CC3.1
CC3.2
CC3.2-POF7
CC3.2-POF8
CC4.1
CC9.2
CC9.2-POF1
CC9.2-POF10
CC9.2-POF11
CC9.2-POF12
CC9.2-POF2
CC9.2-POF3
CC9.2-POF4
CC9.2-POF7
CC9.2-POF8
CC9.2-POF9",,,,,"ID.DE-P2
ID.DE-P3","PM-29
PM-30
SA-9(3)
SR-2
SR-7",,"GV.SC
GV.SC-01
GV.SC-03
GV.SC-05
GV.SC-09
GV.SC-10
ID
ID.IM
ID.RA
PR",,,,,,,,,,,,,,,,,,,,,,,
,,,Supply Chain Risk Assessment,RSK-09.1,"Mechanisms exist to periodically assess supply chain risks associated with Technology Assets, Applications and/or Services (TAAS).","CC3.2-POF7
CC3.2-POF9
CC9.2
CC9.2-POF1
CC9.2-POF11
CC9.2-POF2
CC9.2-POF3
CC9.2-POF7",,,,,"ID.DE-P5
GV.MT-P1",RA-3(1),,"GV.SC
GV.SC-09",,,,,,,,,,,,,,,,,,,,,,,
9.3,Risk Awareness,"Maintain a current and accurate register of risk (e.g., Plan of Action & Milestones (POA&M), risk register, etc.).",Plan of Action & Milestones (POA&M),IAO-05,"Mechanisms exist to generate a Plan of Action and Milestones (POA&M), or similar risk register, to document planned remedial actions to correct weaknesses or deficiencies noted during the assessment of the security controls and to reduce or eliminate known vulnerabilities.","CC4.2
CC4.2-POF3",,,,,,"CA-5
PM-4
SA-15(2)",CA-5,"ID.IM-01
ID.IM-02
ID.RA-01",,,,,,,,,,,,,,,,,,,,,,,
,,,Risk Register,RSK-04.1,Mechanisms exist to maintain a risk register that facilitates monitoring and reporting of risks.,CC4.2-POF3,,,,,ID.DE-P1,,,"GV.RM-06
ID
ID.RA-01",,,,,,,,,,,,,,,,,,,,,,,
